,A.1_RfR,A.2_RfR,A.3_RfR,A.4_RfR,A.5_RfR,A.1_DikeIncrease,A.2_DikeIncrease,A.3_DikeIncrease,A.4_DikeIncrease,A.5_DikeIncrease,Desired,policy
7351,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7351
7352,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7352
7353,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7353
7354,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7354
7355,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7355
7356,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7356
7357,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7357
7358,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7358
7359,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7359
7360,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7360
7361,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7361
7362,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,True,7362
7363,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7363
7364,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7364
7365,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7365
7366,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7366
7367,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7367
7368,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7368
7369,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7369
7370,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7370
7371,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7371
7372,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7372
7373,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7373
7374,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7374
7375,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7375
7376,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7376
7377,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7377
7378,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7378
7379,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,True,7379
7380,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7380
7381,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7381
7382,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7382
7383,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7383
7384,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7384
7385,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7385
7386,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7386
7387,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7387
7388,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,True,7388
7389,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7389
7390,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7390
7391,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7391
7392,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,True,7392
7393,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7393
7394,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7394
7395,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7395
7396,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7396
7397,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7397
7398,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7398
7399,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7399
7400,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7400
7401,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7401
7402,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7402
7403,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7403
7404,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7404
7405,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7405
7406,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7406
7407,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7407
7408,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7408
7409,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7409
7410,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7410
7411,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7411
7412,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7412
7413,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7413
7414,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7414
7415,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7415
7416,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7416
7417,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7417
7418,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7418
7419,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7419
7420,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7420
7421,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7421
7422,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7422
7423,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7423
7424,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7424
7425,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7425
7426,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7426
7427,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7427
7428,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7428
7429,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7429
7430,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7430
7431,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7431
7432,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7432
7433,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7433
7434,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7434
7435,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7435
7436,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7436
7437,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7437
7438,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7438
7439,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7439
7440,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7440
7441,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7441
7442,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,True,7442
7443,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7443
7444,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7444
7445,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7445
7446,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7446
7447,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7447
7448,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7448
7449,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7449
7450,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7450
7451,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7451
7452,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7452
7453,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7453
7454,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7454
7455,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7455
7456,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7456
7457,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7457
7458,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7458
7459,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7459
7460,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7460
7461,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,True,7461
7462,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7462
7463,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7463
7464,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7464
7465,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7465
7466,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7466
7467,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,True,7467
7468,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7468
7469,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7469
7470,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7470
7471,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7471
7472,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7472
7473,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7473
7474,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7474
7475,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7475
7476,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7476
7477,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7477
7478,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7478
7479,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7479
7480,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7480
7481,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7481
7482,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7482
7483,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7483
7484,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7484
7485,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7485
7486,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7486
7487,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7487
7488,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7488
7489,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7489
7490,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7490
7491,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7491
7492,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7492
7493,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7493
7494,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7494
7495,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7495
7496,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7496
7497,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7497
7498,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7498
7499,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7499
7500,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7500
7501,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7501
7502,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7502
7503,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7503
7504,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7504
7505,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7505
7506,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7506
7507,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7507
7508,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7508
7509,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7509
7510,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7510
7511,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7511
7512,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7512
7513,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7513
7514,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7514
7515,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7515
7516,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7516
7517,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7517
7518,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7518
7519,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7519
7520,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7520
7521,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7521
7522,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7522
7523,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7523
7524,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7524
7525,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7525
7526,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7526
7527,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7527
7528,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7528
7529,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,True,7529
7530,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7530
7531,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7531
7532,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7532
7533,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7533
7534,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7534
7535,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7535
7536,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7536
7537,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7537
7538,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7538
7539,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7539
7540,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7540
7541,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7541
7542,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7542
7543,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7543
7544,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7544
7545,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,True,7545
7546,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7546
7547,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7547
7548,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7548
7549,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,True,7549
7550,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7550
7551,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7551
7552,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7552
7553,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7553
7554,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7554
7555,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7555
7556,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7556
7557,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7557
7558,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7558
7559,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7559
7560,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7560
7561,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7561
7562,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7562
7563,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7563
7564,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7564
7565,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7565
7566,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7566
7567,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7567
7568,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7568
7569,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7569
7570,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7570
7571,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7571
7572,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7572
7573,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7573
7574,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7574
7575,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7575
7576,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7576
7577,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7577
7578,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7578
7579,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7579
7580,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7580
7581,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7581
7582,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7582
7583,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7583
7584,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7584
7585,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7585
7586,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,True,7586
7587,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7587
7588,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7588
7589,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7589
7590,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7590
7591,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7591
7592,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7592
7593,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7593
7594,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7594
7595,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7595
7596,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7596
7597,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7597
7598,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7598
7599,0.0,1.0,2.0,0.0,1.0,13.0,12.0,23.0,13.0,10.0,False,7599
7600,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7600
7601,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7601
7602,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7602
7603,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7603
7604,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7604
7605,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7605
7606,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7606
7607,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7607
7608,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7608
7609,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7609
7610,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7610
7611,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7611
7612,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7612
7613,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7613
7614,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7614
7615,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7615
7616,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7616
7617,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7617
7618,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7618
7619,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7619
7620,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7620
7621,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7621
7622,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7622
7623,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7623
7624,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7624
7625,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7625
7626,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7626
7627,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7627
7628,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7628
7629,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7629
7630,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7630
7631,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7631
7632,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7632
7633,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7633
7634,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7634
7635,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7635
7636,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7636
7637,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7637
7638,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7638
7639,2.0,3.0,1.0,0.0,2.0,9.0,7.0,22.0,18.0,20.0,False,7639
